task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,points,graders,grader_summaries,run_id
ops-002,ops,2,opencode,minimax/MiniMax-M3,,true,936.0,completed,86481,12609,2395183,0,2481664,99090,0.1848,0.1848,1,29,0,100,100,trajectory=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (60 command(s)) | file:4 file assertion(s) satisfied,2026-09-06T221259-ops-002-opencode
ops-003,ops,3,opencode,minimax/MiniMax-M3,,true,241.5,completed,43074,7219,897536,0,940610,50293,0.0754,0.0754,1,0,0,100,100,trajectory=P;build=P;runtime=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (34 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 6s observation window | file:2 file assertion(s) satisfied,2026-09-06T222835-ops-003-opencode
ops-005,ops,4,opencode,minimax/MiniMax-M3,,true,1009.3,completed,698453,21607,7447424,0,8145877,725598,0.6890,0.6823,113,2505,0,114,114,trajectory=P;build=P;runtime=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (191 command(s)) | build:xcodebuild build succeeded for scheme 'DecodingFixture' | runtime:Process survived 4s observation window | file:1 file assertion(s) satisfied,2026-09-06T223241-ops-005-opencode
ops-006,ops,2,opencode,minimax/MiniMax-M3,max,true,32.0,completed,6633,390,56576,0,63209,7107,0.0060,0.0059,1,6,0,100,100,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (6 command(s)) | build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | file:4 file assertion(s) satisfied,2026-09-15T233547-ops-006-opencode
ops-007,ops,4,opencode,minimax/MiniMax-M3,,true,26.7,completed,8954,852,55552,0,64506,9806,0.0070,0.0070,1,4,0,133,133,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (8 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-06T224950-ops-007-opencode
ops-008,ops,5,opencode,minimax/MiniMax-M3,,true,38.5,completed,6595,665,65664,0,72259,7682,0.0072,0.0067,1,11,0,100,100,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (6 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-06T225017-ops-008-opencode
ops-009,ops,6,opencode,minimax/MiniMax-M3,,false,1268.9,timeout,,,,,,,,,6,75,0,133,,trajectory=F;build=F;file=P,"trajectory:The deliverable is not backed by the run: used gem, which wraps the toolchain this task is asking about | build:xcodebuild build failed (exit 65) for scheme 'BuildFixture' | file:3 file assertion(s) satisfied",2026-09-06T225056-ops-009-opencode
ops-010,ops,5,opencode,minimax/MiniMax-M3,max,true,1622.8,timeout,106038,23687,11767078,0,11873116,143635,0.7830,0.7663,6516,4921080,1,100,100,trajectory=P;build=P;runtime=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (149 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 5s observation window | file:3 file assertion(s) satisfied,2026-09-15T233620-ops-010-opencode
ops-011,ops,3,opencode,minimax/MiniMax-M3,,true,36.0,completed,22062,1461,72755,0,94817,25033,0.0145,0.0127,1,72,0,133,133,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (9 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-06T233403-ops-011-opencode
ops-012,ops,9,opencode,minimax/MiniMax-M3,max,true,707.0,completed,26391,5896,718948,0,745339,33412,0.0595,0.0581,5392,7002,0,133,133,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (27 command(s)) | build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:5 file assertion(s) satisfied,2026-09-16T000332-ops-012-opencode
ops-013,ops,7,opencode,minimax/MiniMax-M3,max,true,118.0,completed,16544,4862,189440,0,205984,21406,0.0222,0.0222,1,119,0,114,114,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (10 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:2 file assertion(s) satisfied,2026-09-16T001520-ops-013-opencode
ops-014,ops,5,opencode,minimax/MiniMax-M3,,true,228.6,completed,41387,5103,1310885,0,1352272,49556,0.1009,0.0972,1,6,0,114,114,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (41 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-06T235812-ops-014-opencode
ops-015,ops,7,opencode,minimax/MiniMax-M3,,true,567.6,completed,131232,22724,4672085,0,4803317,153956,0.3470,0.3470,3,134,0,114,114,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (117 command(s)) | build:xcodebuild build succeeded for scheme 'ScratchApp' | file:3 file assertion(s) satisfied,2026-09-07T000201-ops-015-opencode
ops-016,ops,4,opencode,minimax/MiniMax-M3,,true,124.5,completed,41326,6384,746880,0,788206,47710,0.0649,0.0649,1,12,0,100,100,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (28 command(s)) | build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:5 file assertion(s) satisfied,2026-09-07T001129-ops-016-opencode
ops-017,ops,7,opencode,minimax/MiniMax-M3,,true,128.8,completed,26640,4279,314368,0,341008,31720,0.0330,0.0320,2,129,0,100,100,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (20 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-07T001335-ops-017-opencode
ops-018,ops,6,opencode,minimax/MiniMax-M3,max,true,82.0,completed,25969,9096,766720,0,792689,35065,0.0647,0.0647,7,98,0,160,160,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (16 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:6 file assertion(s) satisfied,2026-09-16T001719-ops-018-opencode
ops-019,ops,5,opencode,minimax/MiniMax-M3,max,true,107.9,completed,8893,884,61611,0,70504,10076,0.0078,0.0074,1997,1865,0,114,114,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (6 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-16T174917-ops-019-opencode
ops-020,ops,4,opencode,minimax/MiniMax-M3,,true,18.9,completed,19315,546,46723,0,66038,20207,0.0097,0.0093,1,3519,0,100,100,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (7 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-07T004047-ops-020-opencode
ops-021,ops,5,opencode,minimax/MiniMax-M3,,true,50.1,completed,7437,2514,111744,0,119181,9951,0.0120,0.0120,1,34,0,100,100,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (11 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-07T004107-ops-021-opencode
ops-022,ops,6,opencode,minimax/MiniMax-M3,,true,755.7,completed,51515,12282,2245388,0,2296903,73257,0.1763,0.1649,1,49,0,114,114,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (76 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-07T004158-ops-022-opencode
ops-023,ops,8,opencode,minimax/MiniMax-M3,,true,362.4,completed,99617,9583,1500672,0,1600289,113254,0.1363,0.1314,1,251,0,100,100,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (39 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-07T005434-ops-023-opencode
ops-024,ops,7,opencode,minimax/MiniMax-M3,max,true,111.1,completed,25728,6223,448761,0,474489,32470,0.0427,0.0421,2446,3417,0,100,100,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (17 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-16T001912-ops-024-opencode
ops-025,ops,5,opencode,minimax/MiniMax-M3,,true,200.0,completed,30387,4665,810688,0,841075,35706,0.0641,0.0634,6,0,0,114,114,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (38 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-07T012150-ops-025-opencode
ops-026,ops,7,opencode,minimax/MiniMax-M3,max,true,66.3,completed,15744,4374,308021,0,323765,21404,0.0300,0.0285,1,50,0,114,114,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (19 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-16T002104-ops-026-opencode
ops-027,ops,3,opencode,minimax/MiniMax-M3,,true,8.6,completed,6257,536,24445,0,30702,7158,0.0044,0.0040,2,35,0,114,114,trajectory=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (2 command(s)) | file:4 file assertion(s) satisfied,2026-09-11T213421-ops-027-opencode
ops-028,ops,7,opencode,minimax/MiniMax-M3,,true,43.5,completed,9821,1698,95744,0,105565,11519,0.0107,0.0107,2,3,2,114,114,trajectory=P;build=P;xcodeproj=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (4 command(s)) | build:xcodebuild build succeeded for scheme 'XCConfigFixture' | xcodeproj:3 project assertion(s) hold in the resolved configuration | file:2 file assertion(s) satisfied,2026-09-07T012757-ops-028-opencode
ops-029,ops,6,opencode,minimax/MiniMax-M3,max,true,1327.4,completed,61123,3838,456832,0,517955,64961,0.0504,0.0504,2364,220,0,114,114,trajectory=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (19 command(s)) | file:14 file assertion(s) satisfied,2026-09-16T002211-ops-029-opencode
project-002,project,2,opencode,minimax/MiniMax-M3,,true,33.4,completed,8743,527,46507,0,55250,9384,0.0062,0.0060,1,2,0,114,114,build=P;xcodeproj=P,build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | xcodeproj:1 project assertion(s) hold in the resolved configuration,2026-09-07T014901-project-002-opencode
project-004,project,4,opencode,minimax/MiniMax-M3,max,true,200.2,completed,36631,1416,187264,0,223895,38241,0.0242,0.0239,1,10,0,114,114,build=P;xctest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'SchemeFixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/TariffCalculator.swift: ""static let unitRate = 0.31"" → ""static let unitRate = 0.0"") | trajectory:The agent's recorded commands show the work behind the deliverable (8 command(s))",2026-09-16T212441-project-004-opencode
project-005,project,5,opencode,minimax/MiniMax-M3,,true,143.4,completed,32586,9316,487808,0,520394,41902,0.0502,0.0502,2,100,0,133,133,file=P;build=P,file:1 file assertion(s) satisfied | build:xcodebuild build succeeded for scheme 'PackageIntegrationFixture',2026-09-07T021145-project-005-opencode
project-006,project,6,opencode,minimax/MiniMax-M3,max,true,189.8,completed,25358,3015,281916,0,307274,32193,0.0327,0.0281,2,29,0,133,133,build=P;xctest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'MultiTargetFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Core/Counter.swift: ""public static let startingValue: Int = 0"" → ""public static let startingValue: Int = 99"") | trajectory:The agent's recorded commands show the work behind the deliverable (8 command(s))",2026-09-16T004419-project-006-opencode
push-001,frameworks,6,opencode,minimax/MiniMax-M3,,true,48.7,completed,11857,842,66152,0,78009,13319,0.0093,0.0085,1,2,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Push001Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-07T073751-push-001-opencode
push-002,frameworks,6,opencode,minimax/MiniMax-M3,,false,279.3,completed,28824,4858,659091,0,687915,38677,0.0600,0.0540,2,34,2,267,,build=P;xcodeproj=F;file=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Push002Fixture' | xcodeproj:1 of 1 project assertion(s) failed: build setting CODE_SIGN_ENTITLEMENTS is not set | file:1 file assertion(s) satisfied | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-07T073842-push-002-opencode
runtime-001,runtime,1,opencode,minimax/MiniMax-M3,,true,581.2,completed,81727,5559,1271552,0,1353279,89089,0.1096,0.1075,1,1,1,100,100,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-07T023246-runtime-001-opencode
runtime-003,runtime,3,opencode,minimax/MiniMax-M3,,true,200.1,completed,98246,3171,259594,0,357840,103158,0.0509,0.0489,1,8,9,114,114,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'MainThreadFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-07T024231-runtime-003-opencode
runtime-004,runtime,4,opencode,minimax/MiniMax-M3,,true,82.1,completed,9400,889,47187,0,56587,10692,0.0072,0.0067,1,5,6,100,100,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'UpdateLoopFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-07T024555-runtime-004-opencode
runtime-005,runtime,5,opencode,minimax/MiniMax-M3,,false,226.9,completed,28310,1911,229146,0,257456,35215,0.0305,0.0245,1,5,1,114,,build=P;xcuitest=F;runtime=P,"build:xcodebuild build succeeded for scheme 'RelaunchFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped. Failing: RelaunchTests/testSecondLaunchSurvivesRestoredSelection() | runtime:Process survived 5s observation window",2026-09-07T024722-runtime-005-opencode
storekit-001,frameworks,6,opencode,minimax/MiniMax-M3,,false,976.7,timeout,,,,,,,,,3,101,3,800,,build=F;xcodeproj=F;xctest=F,"build:xcodebuild build failed (exit 65) for scheme 'Storekit001Fixture' | xcodeproj:1 of 1 project assertion(s) failed: the scheme does not build, so the product's Info.plist and bundle cannot be verified | xctest:0 executed, 0 passed, 0 failed, 0 skipped. No tests executed",2026-09-07T074326-storekit-001-opencode
storekit-002,frameworks,6,opencode,minimax/MiniMax-M3,,false,66.6,completed,17057,2559,192415,0,209472,20883,0.0213,0.0197,1,14,4,400,,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Storekit002Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped. No tests executed",2026-09-07T075943-storekit-002-opencode
swiftdata-001,frameworks,2,opencode,minimax/MiniMax-M3,,true,40.5,completed,22593,616,32998,0,55591,23209,0.0095,0.0095,1,1,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'SwiftDataNotesFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-07T025113-swiftdata-001-opencode
swiftdata-002,frameworks,4,opencode,minimax/MiniMax-M3,,true,80.0,completed,20093,1605,203735,0,223828,22104,0.0207,0.0202,1,1,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'SwiftDataContainerFixture' | xctest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-07T025154-swiftdata-002-opencode
swiftdata-003,frameworks,6,opencode,minimax/MiniMax-M3,,true,45.8,completed,6143,368,32256,0,38399,6605,0.0043,0.0042,1,1,0,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata003Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-07T080050-swiftdata-003-opencode
swiftdata-004,frameworks,6,opencode,minimax/MiniMax-M3,,true,62.9,completed,6116,399,40064,0,46180,6628,0.0049,0.0047,1,1,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata004Fixture' | xctest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-07T080137-swiftdata-004-opencode
swiftdata-005,frameworks,5,opencode,minimax/MiniMax-M3,,true,35.3,completed,8717,601,46772,0,55489,9502,0.0064,0.0061,1,1,1,114,114,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata005Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-07T080242-swiftdata-005-opencode
swiftdata-006,frameworks,5,opencode,minimax/MiniMax-M3,,true,38.3,completed,6294,394,31799,0,38093,6813,0.0044,0.0043,1,1,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata006Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-07T080318-swiftdata-006-opencode
swiftdata-007,frameworks,4,opencode,minimax/MiniMax-M3,,true,65.7,completed,8009,724,46720,0,54729,8733,0.0061,0.0061,1,1,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata007Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-07T080359-swiftdata-007-opencode
swiftdata-008,frameworks,7,opencode,minimax/MiniMax-M3,,false,189.4,completed,26934,6352,474366,0,501300,33286,0.0442,0.0442,1,6,4,267,,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Swiftdata008Fixture' | xctest:3 executed, 2 passed, 1 failed, 0 skipped. Failing: SyncedNotesTests/testEveryRelationshipIsOptional()",2026-09-07T080506-swiftdata-008-opencode
swiftdata-009,frameworks,3,opencode,minimax/MiniMax-M3,,true,45.5,completed,7010,387,30336,0,37346,7397,0.0044,0.0044,1,1,1,114,114,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata009Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-07T080816-swiftdata-009-opencode
swiftdata-010,frameworks,6,opencode,minimax/MiniMax-M3,,true,111.8,completed,6591,700,56832,0,63423,7473,0.0064,0.0062,1,2,2,133,133,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata010Fixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-07T080903-swiftdata-010-opencode
system-001,frameworks,5,opencode,minimax/MiniMax-M3,,true,42.2,completed,6992,653,56825,0,63817,7792,0.0065,0.0063,1,1,2,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System001Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-07T081056-system-001-opencode
system-002,frameworks,6,opencode,minimax/MiniMax-M3,max,true,44.8,completed,6552,635,57984,0,64536,7576,0.0067,0.0062,1,2,0,100,100,build=P;xctest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'System002Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (2 command(s))",2026-09-16T004734-system-002-opencode
system-003,frameworks,4,opencode,minimax/MiniMax-M3,,true,121.6,completed,9550,1828,69248,0,78798,11378,0.0092,0.0092,2,18,3,133,133,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System003Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-12T003226-system-003-opencode
system-004,frameworks,5,opencode,minimax/MiniMax-M3,,true,126.7,completed,6079,531,48747,0,54826,7036,0.0059,0.0054,1,1,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System004Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-07T081541-system-004-opencode
tests-001,tests,1,opencode,minimax/MiniMax-M3,,true,29.9,completed,8986,572,46700,0,55686,9713,0.0064,0.0062,1,3,2,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-07T025315-tests-001-opencode
tests-002,tests,2,opencode,minimax/MiniMax-M3,,true,77.4,completed,10222,1410,73344,0,83566,11632,0.0092,0.0092,2,10,3,133,133,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'DecodingFixture' | xctest:5 executed, 5 passed, 0 failed, 0 skipped",2026-09-07T025346-tests-002-opencode
tests-005,tests,5,opencode,minimax/MiniMax-M3,,true,48.6,completed,8572,1047,46592,0,55164,9619,0.0066,0.0066,1,1,9,114,114,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'LeakFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-07T025504-tests-005-opencode
ui-auto-001,interaction,3,opencode,minimax/MiniMax-M3,max,true,2117.7,completed,133658,25228,2560896,0,2694554,158886,0.2240,0.2240,3,145,0,133,133,build=P;xcuitest=P;mutation=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CounterStore.swift: ""count += 1"" → ""count += 2"") | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (29 command(s))",2026-09-16T004819-ui-auto-001-opencode
ui-auto-002,interaction,4,opencode,minimax/MiniMax-M3,max,true,288.2,completed,34448,3891,663839,0,698287,48845,0.0674,0.0548,2,50,0,133,133,build=P;xcuitest=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /path\.append\(\s*\.confirmation\s*\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (17 command(s))",2026-09-16T012342-ui-auto-002-opencode
ui-auto-003,interaction,4,opencode,minimax/MiniMax-M3,,true,1343.2,timeout,,,,,,,,,4,78,2,160,160,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'CartFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CartView.swift: ""nil"" → "".accessibilityIdentifier(""$1-mutated"")"")",2026-09-07T032536-ui-auto-003-opencode
ui-auto-004,interaction,5,opencode,minimax/MiniMax-M3,max,true,245.2,completed,45216,3891,699110,0,744326,59398,0.0725,0.0602,2,50,0,160,160,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | file:1 file assertion(s) satisfied | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: every match of /\.onDelete\(perform:\s*delete\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (12 command(s))",2026-09-16T012834-ui-auto-004-opencode
ui-auto-005,interaction,5,opencode,minimax/MiniMax-M3,max,false,1949.4,timeout,46764,20934,712576,0,759340,67698,0.0819,0.0819,2,46,0,200,,build=P;xcuitest=F;mutation=F;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped. Failing: PartnersNavigationTests/testScrollingPartnersListOpensDetailScreen() | mutation:The unmutated tests did not pass, so their failure cannot prove that the mutation was detected | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (14 command(s))",2026-09-16T013244-ui-auto-005-opencode
ui-auto-006,interaction,6,opencode,minimax/MiniMax-M3,max,true,835.3,completed,51601,8037,1338020,0,1389621,66471,0.1136,0.1054,2,56,0,114,114,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | file:1 file assertion(s) satisfied | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportModel.swift: every match of /rows\.remove\(at:\s*index\)/ rewritten; Sources/ReportView.swift: every match of /(Button\(""Delete""[^{}\n]*\.destructive\)\s*\{)[^{}]*(\})/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (23 command(s))",2026-09-16T020518-ui-auto-006-opencode
ui-auto-007,interaction,6,opencode,minimax/MiniMax-M3,max,true,610.6,completed,48675,11414,1696278,0,1744953,66804,0.1381,0.1301,4,73,1,160,160,build=P;xcuitest=P;mutation=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/NavigationFixtureApp.swift: ""SettingsView()"" → ""EmptyView()"") | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (29 command(s))",2026-09-16T175106-ui-auto-007-opencode
ui-auto-008,interaction,7,opencode,minimax/MiniMax-M3,,false,582.8,completed,94822,25369,4007296,0,4102118,120191,0.2993,0.2993,3,100,5,133,,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped. Failing: JobDetailLayoutTests/testPortraitSpecificElementVisibleAndLayoutAdaptsAcrossRotationCycle() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/JobDetailView.swift: ""nil"" → "".accessibilityIdentifier(""$1-mutated"")"")",2026-09-07T044639-ui-auto-008-opencode
ui-auto-009,interaction,7,opencode,minimax/MiniMax-M3,,false,1432.6,completed,107458,22240,8844805,0,8952263,155066,0.6201,0.5896,3,250,0,200,,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'GestureFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped. Failing: GestureFixtureUITests/testPinchToZoomOutChangesPixels() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/GestureFixtureApp.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten; Sources/GestureFixtureApp.swift: every match of /\.accessibilityIdentifier\(([A-Za-z_][A-Za-z0-9_.]*(?:\([^()]*\))?)\)/ rewritten)",2026-09-07T083421-ui-auto-009-opencode
ui-auto-010,interaction,8,opencode,minimax/MiniMax-M3,max,true,511.2,completed,65605,5724,1824613,0,1890218,101020,0.1717,0.1360,3,59,0,160,160,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | file:1 file assertion(s) satisfied | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: every match of /return parts\.filter \{ \$0\.localizedCaseInsensitiveContains\(trimmed\) \}/ rewritten; Sources/PartsSearchView.swift: every match of /(results\s*=\s*)(?:Self|PartsSearchView)\.filter\([^\n]*\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (29 command(s))",2026-09-16T022735-ui-auto-010-opencode
